permit_number;permit_type;filed_date;issued_date;completed_date;current_status;neighborhood;estimated_cost;days_to_issue;days_to_complete;year
201706139226;additions alterations or repairs;2017-06-13;NULL;NULL;filed;Outer Richmond;110000.0;NULL;NULL;2017
201706139229;additions alterations or repairs;2017-06-13;NULL;NULL;filed;Potrero Hill;35000.0;NULL;NULL;2017
201706139223;otc alterations permit;2017-06-13;2017-06-30;2018-02-06;complete;Financial District/South Beach;1100000.0;17.0;238.0;2017
201706139233;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Mission;2000.0;0.0;NULL;2017
201706139237;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Chinatown;1000.0;0.0;NULL;2017
201706139241;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Potrero Hill;70000.0;0.0;NULL;2017
201706139148;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Outer Richmond;25000.0;0.0;NULL;2017
M796487;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Mission;NULL;0.0;NULL;2017
201706139172;otc alterations permit;2017-06-13;2017-06-14;NULL;issued;Pacific Heights;1.0;1.0;NULL;2017
M796507;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
201706139227;otc alterations permit;2017-06-13;2017-06-23;2018-02-06;complete;Financial District/South Beach;1100000.0;10.0;238.0;2017
M796527;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Mission;NULL;0.0;NULL;2017
201706139243;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Financial District/South Beach;1.0;0.0;NULL;2017
201706139245;otc alterations permit;2017-06-13;2017-06-16;NULL;issued;Outer Richmond;40000.0;3.0;NULL;2017
M739427;otc alterations permit;2016-11-16;2017-06-13;NULL;issued;South of Market;NULL;209.0;NULL;2016
201706139247;otc alterations permit;2017-06-13;NULL;NULL;filed;Mission;25000.0;NULL;NULL;2017
201706139248;otc alterations permit;2017-06-13;2017-06-16;NULL;issued;Financial District/South Beach;50000.0;3.0;NULL;2017
201706139252;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;West of Twin Peaks;10800.0;0.0;NULL;2017
201706139253;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Sunset/Parkside;12750.0;0.0;NULL;2017
201603081424;additions alterations or repairs;2016-03-08;2017-06-13;NULL;issued;Inner Sunset;10000.0;462.0;NULL;2016
201706139257;otc alterations permit;2017-06-13;NULL;NULL;filed;Lone Mountain/USF;5000.0;NULL;NULL;2017
201706139261;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Presidio Heights;17500.0;0.0;NULL;2017
201706139263;otc alterations permit;2017-06-13;NULL;NULL;filed;West of Twin Peaks;130000.0;NULL;NULL;2017
201706139264;otc alterations permit;2017-06-13;2017-06-29;NULL;issued;South of Market;50000.0;16.0;NULL;2017
201706139265;additions alterations or repairs;2017-06-13;NULL;NULL;filed;Noe Valley;30000.0;NULL;NULL;2017
201706139271;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Lone Mountain/USF;5000.0;0.0;NULL;2017
201706139269;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Bayview Hunters Point;700.0;0.0;NULL;2017
201706139270;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;Tenderloin;500000.0;0.0;NULL;2017
201706139272;otc alterations permit;2017-06-13;NULL;NULL;filed;Bernal Heights;9500.0;NULL;NULL;2017
201706139275;otc alterations permit;2017-06-13;2017-06-14;NULL;issued;Financial District/South Beach;30000.0;1.0;NULL;2017
201706139277;otc alterations permit;2017-06-13;2017-06-14;NULL;issued;Financial District/South Beach;40000.0;1.0;NULL;2017
201706139278;otc alterations permit;2017-06-13;2017-06-27;NULL;issued;South of Market;1.0;14.0;NULL;2017
201706139279;otc alterations permit;2017-06-13;NULL;NULL;filed;Haight Ashbury;14000.0;NULL;NULL;2017
201706139284;otc alterations permit;2017-06-13;2017-06-14;NULL;issued;Mission;12000.0;1.0;NULL;2017
M796547;otc alterations permit;2017-06-13;2017-06-13;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2017
201706139150;otc alterations permit;2017-06-13;2017-06-14;NULL;issued;Outer Richmond;12000.0;1.0;NULL;2017
M796567;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Excelsior;NULL;0.0;NULL;2017
201706149291;otc alterations permit;2017-06-14;NULL;NULL;filed;Outer Mission;28000.0;NULL;NULL;2017
201706149294;otc alterations permit;2017-06-14;2017-06-27;NULL;issued;Russian Hill;45000.0;13.0;NULL;2017
201706149295;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Financial District/South Beach;15000.0;0.0;NULL;2017
201706149296;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Mission Bay;7000.0;0.0;NULL;2017
201706149297;otc alterations permit;2017-06-14;2017-06-19;2018-02-05;complete;Financial District/South Beach;500000.0;5.0;236.0;2017
201706139238;otc alterations permit;2017-06-13;2017-06-13;2017-06-30;complete;Castro/Upper Market;2000.0;0.0;17.0;2017
M796587;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Mission;NULL;0.0;NULL;2017
201706149301;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Mission Bay;7000.0;0.0;NULL;2017
M796607;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Marina;NULL;0.0;NULL;2017
M796627;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Inner Sunset;NULL;0.0;NULL;2017
M796647;otc alterations permit;2017-06-14;2017-06-20;NULL;issued;South of Market;NULL;6.0;NULL;2017
M796667;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
201706149307;otc alterations permit;2017-06-14;2017-06-21;NULL;issued;Sunset/Parkside;1500.0;7.0;NULL;2017
201706149310;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Marina;3000.0;0.0;NULL;2017
M796687;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
201706149312;otc alterations permit;2017-06-14;2017-06-20;NULL;issued;Financial District/South Beach;10000.0;6.0;NULL;2017
201706149309;otc alterations permit;2017-06-14;2018-02-14;NULL;issued;Mission;50000.0;245.0;NULL;2017
M796707;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
201706149313;otc alterations permit;2017-06-14;2017-06-20;NULL;issued;Financial District/South Beach;200000.0;6.0;NULL;2017
M796727;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;South of Market;NULL;0.0;NULL;2017
M796747;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2017
201706149314;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Pacific Heights;1.0;0.0;NULL;2017
201706149321;additions alterations or repairs;2017-06-14;NULL;NULL;filed;Castro/Upper Market;890500.0;NULL;NULL;2017
201706149325;otc alterations permit;2017-06-14;NULL;NULL;filed;Castro/Upper Market;21200.0;NULL;NULL;2017
201706149324;otc alterations permit;2017-06-14;2017-06-21;NULL;issued;Noe Valley;3000.0;7.0;NULL;2017
201706149327;otc alterations permit;2017-06-14;NULL;NULL;filed;Tenderloin;25000.0;NULL;NULL;2017
M796787;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Potrero Hill;NULL;0.0;NULL;2017
201706149330;otc alterations permit;2017-06-14;2017-06-14;2017-06-22;complete;Haight Ashbury;15800.0;0.0;8.0;2017
201706149332;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Sunset/Parkside;5000.0;0.0;NULL;2017
M796807;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M740007;otc alterations permit;2016-11-17;2017-06-14;NULL;issued;Sunset/Parkside;NULL;209.0;NULL;2016
201706149334;otc alterations permit;2017-06-14;2017-06-14;2017-06-16;complete;Presidio;19900.0;0.0;2.0;2017
201706149333;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Tenderloin;50000.0;0.0;NULL;2017
M796827;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Mission Bay;NULL;0.0;NULL;2017
201706149336;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Lone Mountain/USF;25000.0;0.0;NULL;2017
201706149338;otc alterations permit;2017-06-14;2017-06-14;2017-06-22;complete;Bernal Heights;12775.0;0.0;8.0;2017
201706149342;otc alterations permit;2017-06-14;NULL;NULL;filed;Hayes Valley;40000.0;NULL;NULL;2017
201706149341;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Financial District/South Beach;45000.0;0.0;NULL;2017
201706149343;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Twin Peaks;2800.0;0.0;NULL;2017
M796847;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Sunset/Parkside;NULL;0.0;NULL;2017
M796867;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Japantown;NULL;0.0;NULL;2017
M796868;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
201706149347;otc alterations permit;2017-06-14;2017-06-14;NULL;issued;Bayview Hunters Point;8600.0;0.0;NULL;2017
201706149350;otc alterations permit;2017-06-14;2017-06-15;NULL;issued;Haight Ashbury;80000.0;1.0;NULL;2017
M794147;otc alterations permit;2017-06-06;2017-06-14;NULL;issued;Inner Sunset;NULL;8.0;NULL;2017
